newTimes,utc,hour,minute,date
347,05:47,5,47,7/26/21
5,00:05,0,5,7/27/21
767,12:47,12,47,7/28/21
629,10:29,10,29,7/29/21
1164,19:24,19,24,7/30/21
323,05:23,5,23,7/31/21
1425,23:45,23,45,8/1/21
498,08:18,8,18,8/2/21
310,05:10,5,10,8/3/21
200,03:20,3,20,8/4/21
581,09:41,9,41,8/5/21
42,00:42,0,42,8/6/21
840,14:00,14,0,8/7/21
334,05:34,5,34,8/8/21
349,05:49,5,49,8/9/21
1334,22:14,22,14,8/10/21
252,04:12,4,12,8/11/21
264,04:24,4,24,8/12/21
251,04:11,4,11,8/13/21
83,01:23,1,23,8/14/21
1337,22:17,22,17,8/15/21
1202,20:02,20,2,8/16/21
187,03:07,3,7,8/17/21
307,05:07,5,7,8/18/21
1353,22:33,22,33,8/19/21
728,12:08,12,8,8/20/21
998,16:38,16,38,8/21/21
358,05:58,5,58,8/22/21
514,08:34,8,34,8/23/21
94,01:34,1,34,8/24/21
107,01:47,1,47,8/25/21
673,11:13,11,13,8/26/21
1345,22:25,22,25,8/27/21
50,00:50,0,50,8/28/21
1341,22:21,22,21,8/29/21
679,11:19,11,19,8/30/21
1023,17:03,17,3,8/31/21
218,03:38,3,38,9/1/21
549,09:09,9,9,9/2/21
735,12:15,12,15,9/3/21
689,11:29,11,29,9/4/21
1396,23:16,23,16,9/5/21
1304,21:44,21,44,9/6/21
97,01:37,1,37,9/7/21
1192,19:52,19,52,9/8/21
26,00:26,0,26,9/9/21
368,06:08,6,8,9/10/21
1160,19:20,19,20,9/11/21
1046,17:26,17,26,9/12/21
470,07:50,7,50,9/13/21
472,07:52,7,52,9/14/21
874,14:34,14,34,9/15/21
298,04:58,4,58,9/16/21
262,04:22,4,22,9/17/21
748,12:28,12,28,9/18/21
1112,18:32,18,32,9/19/21
1058,17:38,17,38,9/20/21
576,09:36,9,36,9/21/21
66,01:06,1,6,9/22/21
599,09:59,9,59,9/23/21
240,04:00,4,0,9/24/21
630,10:30,10,30,9/25/21
593,09:53,9,53,9/26/21
1338,22:18,22,18,9/27/21
1333,22:13,22,13,9/28/21
324,05:24,5,24,9/29/21
1375,22:55,22,55,9/30/21
1067,17:47,17,47,10/1/21
564,09:24,9,24,10/2/21
961,16:01,16,1,10/3/21
31,00:31,0,31,10/4/21
51,00:51,0,51,10/5/21
446,07:26,7,26,10/6/21
778,12:58,12,58,10/7/21
1208,20:08,20,8,10/8/21
44,00:44,0,44,10/9/21
965,16:05,16,5,10/10/21
1137,18:57,18,57,10/11/21
110,01:50,1,50,10/12/21
1187,19:47,19,47,10/13/21
618,10:18,10,18,10/14/21
405,06:45,6,45,10/15/21
481,08:01,8,1,10/16/21
469,07:49,7,49,10/17/21
904,15:04,15,4,10/18/21
997,16:37,16,37,10/19/21
780,13:00,13,0,10/20/21
338,05:38,5,38,10/21/21
1048,17:28,17,28,10/22/21
242,04:02,4,2,10/23/21
1008,16:48,16,48,10/24/21
21,00:21,0,21,10/25/21
1395,23:15,23,15,10/26/21
478,07:58,7,58,10/27/21
622,10:22,10,22,10/28/21
1213,20:13,20,13,10/29/21
798,13:18,13,18,10/30/21
367,06:07,6,7,10/31/21
746,12:26,12,26,11/1/21
847,14:07,14,7,11/2/21
1144,19:04,19,4,11/3/21
71,01:11,1,11,11/4/21
1385,23:05,23,5,11/5/21
539,08:59,8,59,11/6/21
750,12:30,12,30,11/7/21
1377,22:57,22,57,11/8/21
1188,19:48,19,48,11/9/21
621,10:21,10,21,11/10/21
414,06:54,6,54,11/11/21
795,13:15,13,15,11/12/21
87,01:27,1,27,11/13/21
752,12:32,12,32,11/14/21
295,04:55,4,55,11/15/21
698,11:38,11,38,11/16/21
1415,23:35,23,35,11/17/21
969,16:09,16,9,11/18/21
402,06:42,6,42,11/19/21
1134,18:54,18,54,11/20/21
660,11:00,11,0,11/21/21
637,10:37,10,37,11/22/21
913,15:13,15,13,11/23/21
1136,18:56,18,56,11/24/21
597,09:57,9,57,11/25/21
1003,16:43,16,43,11/26/21
77,01:17,1,17,11/27/21
1428,23:48,23,48,11/28/21
582,09:42,9,42,11/29/21
296,04:56,4,56,11/30/21
1157,19:17,19,17,12/1/21
638,10:38,10,38,12/2/21
1098,18:18,18,18,12/3/21
861,14:21,14,21,12/4/21
275,04:35,4,35,12/5/21
438,07:18,7,18,12/6/21
112,01:52,1,52,12/7/21
723,12:03,12,3,12/8/21
799,13:19,13,19,12/9/21
680,11:20,11,20,12/10/21
225,03:45,3,45,12/11/21
1376,22:56,22,56,12/12/21
1243,20:43,20,43,12/13/21
244,04:04,4,4,12/14/21
709,11:49,11,49,12/15/21
232,03:52,3,52,12/16/21
250,04:10,4,10,12/17/21
865,14:25,14,25,12/18/21
280,04:40,4,40,12/19/21
1114,18:34,18,34,12/20/21
691,11:31,11,31,12/21/21
126,02:06,2,6,12/22/21
153,02:33,2,33,12/23/21
228,03:48,3,48,12/24/21
877,14:37,14,37,12/25/21
1091,18:11,18,11,12/26/21
175,02:55,2,55,12/27/21
1392,23:12,23,12,12/28/21
23,00:23,0,23,12/29/21
1200,20:00,20,0,12/30/21
361,06:01,6,1,12/31/21
1308,21:48,21,48,1/1/22
591,09:51,9,51,1/2/22
822,13:42,13,42,1/3/22
90,01:30,1,30,1/4/22
319,05:19,5,19,1/5/22
248,04:08,4,8,1/6/22
697,11:37,11,37,1/7/22
211,03:31,3,31,1/8/22
1258,20:58,20,58,1/9/22
659,10:59,10,59,1/10/22
1401,23:21,23,21,1/11/22
1227,20:27,20,27,1/12/22
1117,18:37,18,37,1/13/22
1244,20:44,20,44,1/14/22
553,09:13,9,13,1/15/22
172,02:52,2,52,1/16/22
794,13:14,13,14,1/17/22
340,05:40,5,40,1/18/22
588,09:48,9,48,1/19/22
196,03:16,3,16,1/20/22
92,01:32,1,32,1/21/22
357,05:57,5,57,1/22/22
1167,19:27,19,27,1/23/22
8,00:08,0,8,1/24/22
108,01:48,1,48,1/25/22
1096,18:16,18,16,1/26/22
1128,18:48,18,48,1/27/22
987,16:27,16,27,1/28/22
1439,23:59,23,59,1/29/22
1349,22:29,22,29,1/30/22
976,16:16,16,16,1/31/22
585,09:45,9,45,2/1/22
1426,23:46,23,46,2/2/22
866,14:26,14,26,2/3/22
1037,17:17,17,17,2/4/22
815,13:35,13,35,2/5/22
1083,18:03,18,3,2/6/22
983,16:23,16,23,2/7/22
584,09:44,9,44,2/8/22
1378,22:58,22,58,2/9/22
45,00:45,0,45,2/10/22
501,08:21,8,21,2/11/22
202,03:22,3,22,2/12/22
1196,19:56,19,56,2/13/22
100,01:40,1,40,2/14/22
1118,18:38,18,38,2/15/22
978,16:18,16,18,2/16/22
643,10:43,10,43,2/17/22
1099,18:19,18,19,2/18/22
594,09:54,9,54,2/19/22
1131,18:51,18,51,2/20/22
1259,20:59,20,59,2/21/22
761,12:41,12,41,2/22/22
531,08:51,8,51,2/23/22
1229,20:29,20,29,2/24/22
103,01:43,1,43,2/25/22
970,16:10,16,10,2/26/22
1215,20:15,20,15,2/27/22
233,03:53,3,53,2/28/22
1434,23:54,23,54,3/1/22
547,09:07,9,7,3/2/22
468,07:48,7,48,3/3/22
1422,23:42,23,42,3/4/22
245,04:05,4,5,3/5/22
226,03:46,3,46,3/6/22
869,14:29,14,29,3/7/22
75,01:15,1,15,3/8/22
620,10:20,10,20,3/9/22
1232,20:32,20,32,3/10/22
878,14:38,14,38,3/11/22
490,08:10,8,10,3/12/22
526,08:46,8,46,3/13/22
371,06:11,6,11,3/14/22
1248,20:48,20,48,3/15/22
984,16:24,16,24,3/16/22
118,01:58,1,58,3/17/22
974,16:14,16,14,3/18/22
517,08:37,8,37,3/19/22
754,12:34,12,34,3/20/22
555,09:15,9,15,3/21/22
424,07:04,7,4,3/22/22
797,13:17,13,17,3/23/22
189,03:09,3,9,3/24/22
428,07:08,7,8,3/25/22
485,08:05,8,5,3/26/22
635,10:35,10,35,3/27/22
1165,19:25,19,25,3/28/22
670,11:10,11,10,3/29/22
188,03:08,3,8,3/30/22
766,12:46,12,46,3/31/22
497,08:17,8,17,4/1/22
227,03:47,3,47,4/2/22
1064,17:44,17,44,4/3/22
1295,21:35,21,35,4/4/22
1254,20:54,20,54,4/5/22
579,09:39,9,39,4/6/22
459,07:39,7,39,4/7/22
729,12:09,12,9,4/8/22
868,14:28,14,28,4/9/22
534,08:54,8,54,4/10/22
1300,21:40,21,40,4/11/22
1344,22:24,22,24,4/12/22
1092,18:12,18,12,4/13/22
408,06:48,6,48,4/14/22
1106,18:26,18,26,4/15/22
917,15:17,15,17,4/16/22
329,05:29,5,29,4/17/22
1050,17:30,17,30,4/18/22
1301,21:41,21,41,4/19/22
320,05:20,5,20,4/20/22
271,04:31,4,31,4/21/22
894,14:54,14,54,4/22/22
540,09:00,9,0,4/23/22
753,12:33,12,33,4/24/22
666,11:06,11,6,4/25/22
413,06:53,6,53,4/26/22
933,15:33,15,33,4/27/22
1237,20:37,20,37,4/28/22
535,08:55,8,55,4/29/22
587,09:47,9,47,4/30/22
790,13:10,13,10,5/1/22
168,02:48,2,48,5/2/22
360,06:00,6,0,5/3/22
366,06:06,6,6,5/4/22
824,13:44,13,44,5/5/22
378,06:18,6,18,5/6/22
1283,21:23,21,23,5/7/22
1151,19:11,19,11,5/8/22
24,00:24,0,24,5/9/22
724,12:04,12,4,5/10/22
1382,23:02,23,2,5/11/22
695,11:35,11,35,5/12/22
37,00:37,0,37,5/13/22
775,12:55,12,55,5/14/22
851,14:11,14,11,5/15/22
956,15:56,15,56,5/16/22
452,07:32,7,32,5/17/22
1276,21:16,21,16,5/18/22
672,11:12,11,12,5/19/22
1429,23:49,23,49,5/20/22
1263,21:03,21,3,5/21/22
182,03:02,3,2,5/22/22
11,00:11,0,11,5/23/22
1057,17:37,17,37,5/24/22
1024,17:04,17,4,5/25/22
339,05:39,5,39,5/26/22
658,10:58,10,58,5/27/22
1431,23:51,23,51,5/28/22
84,01:24,1,24,5/29/22
1257,20:57,20,57,5/30/22
1223,20:23,20,23,5/31/22
174,02:54,2,54,6/1/22
1393,23:13,23,13,6/2/22
710,11:50,11,50,6/3/22
929,15:29,15,29,6/4/22
467,07:47,7,47,6/5/22
1381,23:01,23,1,6/6/22
255,04:15,4,15,6/7/22
190,03:10,3,10,6/8/22
1412,23:32,23,32,6/9/22
568,09:28,9,28,6/10/22
404,06:44,6,44,6/11/22
696,11:36,11,36,6/12/22
1145,19:05,19,5,6/13/22
1059,17:39,17,39,6/14/22
1246,20:46,20,46,6/15/22
981,16:21,16,21,6/16/22
241,04:01,4,1,6/17/22
1417,23:37,23,37,6/18/22
628,10:28,10,28,6/19/22
145,02:25,2,25,6/20/22
1163,19:23,19,23,6/21/22
78,01:18,1,18,6/22/22
141,02:21,2,21,6/23/22
1201,20:01,20,1,6/24/22
229,03:49,3,49,6/25/22
95,01:35,1,35,6/26/22
491,08:11,8,11,6/27/22
69,01:09,1,9,6/28/22
180,03:00,3,0,6/29/22
62,01:02,1,2,6/30/22
437,07:17,7,17,7/1/22
267,04:27,4,27,7/2/22
1152,19:12,19,12,7/3/22
992,16:32,16,32,7/4/22
386,06:26,6,26,7/5/22
151,02:31,2,31,7/6/22
705,11:45,11,45,7/7/22
260,04:20,4,20,7/8/22
463,07:43,7,43,7/9/22
502,08:22,8,22,7/10/22
442,07:22,7,22,7/11/22
64,01:04,1,4,7/12/22
313,05:13,5,13,7/13/22
586,09:46,9,46,7/14/22
72,01:12,1,12,7/15/22
692,11:32,11,32,7/16/22
1318,21:58,21,58,7/17/22
972,16:12,16,12,7/18/22
1097,18:17,18,17,7/19/22
65,01:05,1,5,7/20/22
210,03:30,3,30,7/21/22
506,08:26,8,26,7/22/22
489,08:09,8,9,7/23/22
895,14:55,14,55,7/24/22
801,13:21,13,21,7/25/22
632,10:32,10,32,7/26/22
1147,19:07,19,7,7/27/22
277,04:37,4,37,7/28/22
106,01:46,1,46,7/29/22
102,01:42,1,42,7/30/22
79,01:19,1,19,7/31/22
809,13:29,13,29,8/1/22
694,11:34,11,34,8/2/22
1264,21:04,21,4,8/3/22
871,14:31,14,31,8/4/22
1354,22:34,22,34,8/5/22
159,02:39,2,39,8/6/22
889,14:49,14,49,8/7/22
109,01:49,1,49,8/8/22
335,05:35,5,35,8/9/22
104,01:44,1,44,8/10/22
1329,22:09,22,9,8/11/22
247,04:07,4,7,8/12/22
209,03:29,3,29,8/13/22
936,15:36,15,36,8/14/22
873,14:33,14,33,8/15/22
925,15:25,15,25,8/16/22
943,15:43,15,43,8/17/22
246,04:06,4,6,8/18/22
12,00:12,0,12,8/19/22
447,07:27,7,27,8/20/22
1210,20:10,20,10,8/21/22
1273,21:13,21,13,8/22/22
195,03:15,3,15,8/23/22
208,03:28,3,28,8/24/22
537,08:57,8,57,8/25/22
1026,17:06,17,6,8/26/22
105,01:45,1,45,8/27/22
1430,23:50,23,50,8/28/22
883,14:43,14,43,8/29/22
1207,20:07,20,7,8/30/22
558,09:18,9,18,8/31/22
1094,18:14,18,14,9/1/22
575,09:35,9,35,9/2/22
1330,22:10,22,10,9/3/22
979,16:19,16,19,9/4/22
1289,21:29,21,29,9/5/22
146,02:26,2,26,9/6/22
722,12:02,12,2,9/7/22
1294,21:34,21,34,9/8/22
1162,19:22,19,22,9/9/22
957,15:57,15,57,9/10/22
1231,20:31,20,31,9/11/22
421,07:01,7,1,9/12/22
451,07:31,7,31,9/13/22
348,05:48,5,48,9/14/22
1093,18:13,18,13,9/15/22
777,12:57,12,57,9/16/22
235,03:55,3,55,9/17/22
1397,23:17,23,17,9/18/22
927,15:27,15,27,9/19/22
471,07:51,7,51,9/20/22
1205,20:05,20,5,9/21/22
707,11:47,11,47,9/22/22
631,10:31,10,31,9/23/22
370,06:10,6,10,9/24/22
362,06:02,6,2,9/25/22
1189,19:49,19,49,9/26/22
309,05:09,5,9,9/27/22
1309,21:49,21,49,9/28/22
1149,19:09,19,9,9/29/22
1017,16:57,16,57,9/30/22
561,09:21,9,21,10/1/22
63,01:03,1,3,10/2/22
165,02:45,2,45,10/3/22
450,07:30,7,30,10/4/22
1327,22:07,22,7,10/5/22
557,09:17,9,17,10/6/22
171,02:51,2,51,10/7/22
205,03:25,3,25,10/8/22
1042,17:22,17,22,10/9/22
1287,21:27,21,27,10/10/22
315,05:15,5,15,10/11/22
1179,19:39,19,39,10/12/22
967,16:07,16,7,10/13/22
980,16:20,16,20,10/14/22
216,03:36,3,36,10/15/22
223,03:43,3,43,10/16/22
292,04:52,4,52,10/17/22
330,05:30,5,30,10/18/22
263,04:23,4,23,10/19/22
538,08:58,8,58,10/20/22
1364,22:44,22,44,10/21/22
727,12:07,12,7,10/22/22
721,12:01,12,1,10/23/22
270,04:30,4,30,10/24/22
678,11:18,11,18,10/25/22
477,07:57,7,57,10/26/22
464,07:44,7,44,10/27/22
136,02:16,2,16,10/28/22
201,03:21,3,21,10/29/22
160,02:40,2,40,10/30/22
612,10:12,10,12,10/31/22
74,01:14,1,14,11/1/22
101,01:41,1,41,11/2/22
1108,18:28,18,28,11/3/22
1140,19:00,19,0,11/4/22
862,14:22,14,22,11/5/22
39,00:39,0,39,11/6/22
765,12:45,12,45,11/7/22
1176,19:36,19,36,11/8/22
1424,23:44,23,44,11/9/22
1005,16:45,16,45,11/10/22
117,01:57,1,57,11/11/22
41,00:41,0,41,11/12/22
133,02:13,2,13,11/13/22
1407,23:27,23,27,11/14/22
1103,18:23,18,23,11/15/22
756,12:36,12,36,11/16/22
533,08:53,8,53,11/17/22
762,12:42,12,42,11/18/22
1411,23:31,23,31,11/19/22
1077,17:57,17,57,11/20/22
326,05:26,5,26,11/21/22
1331,22:11,22,11,11/22/22
441,07:21,7,21,11/23/22
1238,20:38,20,38,11/24/22
1066,17:46,17,46,11/25/22
1357,22:37,22,37,11/26/22
278,04:38,4,38,11/27/22
948,15:48,15,48,11/28/22
423,07:03,7,3,11/29/22
580,09:40,9,40,11/30/22
1040,17:20,17,20,12/1/22
504,08:24,8,24,12/2/22
1224,20:24,20,24,12/3/22
541,09:01,9,1,12/4/22
1256,20:56,20,56,12/5/22
900,15:00,15,0,12/6/22
1261,21:01,21,1,12/7/22
922,15:22,15,22,12/8/22
519,08:39,8,39,12/9/22
912,15:12,15,12,12/10/22
788,13:08,13,8,12/11/22
968,16:08,16,8,12/12/22
1233,20:33,20,33,12/13/22
461,07:41,7,41,12/14/22
436,07:16,7,16,12/15/22
1386,23:06,23,6,12/16/22
1041,17:21,17,21,12/17/22
399,06:39,6,39,12/18/22
1069,17:49,17,49,12/19/22
304,05:04,5,4,12/20/22
772,12:52,12,52,12/21/22
331,05:31,5,31,12/22/22
460,07:40,7,40,12/23/22
950,15:50,15,50,12/24/22
1303,21:43,21,43,12/25/22
389,06:29,6,29,12/26/22
1433,23:53,23,53,12/27/22
1361,22:41,22,41,12/28/22
942,15:42,15,42,12/29/22
1438,23:58,23,58,12/30/22
122,02:02,2,2,12/31/22
1161,19:21,19,21,1/1/23
1414,23:34,23,34,1/2/23
1025,17:05,17,5,1/3/23
1211,20:11,20,11,1/4/23
505,08:25,8,25,1/5/23
683,11:23,11,23,1/6/23
1302,21:42,21,42,1/7/23
1285,21:25,21,25,1/8/23
1406,23:26,23,26,1/9/23
186,03:06,3,6,1/10/23
825,13:45,13,45,1/11/23
458,07:38,7,38,1/12/23
344,05:44,5,44,1/13/23
266,04:26,4,26,1/14/23
1298,21:38,21,38,1/15/23
605,10:05,10,5,1/16/23
401,06:41,6,41,1/17/23
773,12:53,12,53,1/18/23
449,07:29,7,29,1/19/23
156,02:36,2,36,1/20/23
429,07:09,7,9,1/21/23
480,08:00,8,0,1/22/23
901,15:01,15,1,1/23/23
487,08:07,8,7,1/24/23
776,12:56,12,56,1/25/23
975,16:15,16,15,1/26/23
949,15:49,15,49,1/27/23
617,10:17,10,17,1/28/23
841,14:01,14,1,1/29/23
311,05:11,5,11,1/30/23
199,03:19,3,19,1/31/23
805,13:25,13,25,2/1/23
1007,16:47,16,47,2/2/23
253,04:13,4,13,2/3/23
893,14:53,14,53,2/4/23
714,11:54,11,54,2/5/23
287,04:47,4,47,2/6/23
1374,22:54,22,54,2/7/23
600,10:00,10,0,2/8/23
154,02:34,2,34,2/9/23
734,12:14,12,14,2/10/23
1391,23:11,23,11,2/11/23
1402,23:22,23,22,2/12/23
376,06:16,6,16,2/13/23
844,14:04,14,4,2/14/23
864,14:24,14,24,2/15/23
897,14:57,14,57,2/16/23
1158,19:18,19,18,2/17/23
268,04:28,4,28,2/18/23
385,06:25,6,25,2/19/23
1120,18:40,18,40,2/20/23
1274,21:14,21,14,2/21/23
181,03:01,3,1,2/22/23
751,12:31,12,31,2/23/23
1313,21:53,21,53,2/24/23
1113,18:33,18,33,2/25/23
398,06:38,6,38,2/26/23
911,15:11,15,11,2/27/23
567,09:27,9,27,2/28/23
162,02:42,2,42,3/1/23
1014,16:54,16,54,3/2/23
234,03:54,3,54,3/3/23
947,15:47,15,47,3/4/23
191,03:11,3,11,3/5/23
457,07:37,7,37,3/6/23
737,12:17,12,17,3/7/23
708,11:48,11,48,3/8/23
687,11:27,11,27,3/9/23
1400,23:20,23,20,3/10/23
552,09:12,9,12,3/11/23
214,03:34,3,34,3/12/23
279,04:39,4,39,3/13/23
99,01:39,1,39,3/14/23
702,11:42,11,42,3/15/23
934,15:34,15,34,3/16/23
764,12:44,12,44,3/17/23
1404,23:24,23,24,3/18/23
1436,23:56,23,56,3/19/23
138,02:18,2,18,3/20/23
1109,18:29,18,29,3/21/23
139,02:19,2,19,3/22/23
914,15:14,15,14,3/23/23
807,13:27,13,27,3/24/23
61,01:01,1,1,3/25/23
261,04:21,4,21,3/26/23
1355,22:35,22,35,3/27/23
1403,23:23,23,23,3/28/23
1288,21:28,21,28,3/29/23
845,14:05,14,5,3/30/23
548,09:08,9,8,3/31/23
1178,19:38,19,38,4/1/23
59,00:59,0,59,4/2/23
137,02:17,2,17,4/3/23
939,15:39,15,39,4/4/23
952,15:52,15,52,4/5/23
15,00:15,0,15,4/6/23
1421,23:41,23,41,4/7/23
642,10:42,10,42,4/8/23
1305,21:45,21,45,4/9/23
779,12:59,12,59,4/10/23
962,16:02,16,2,4/11/23
80,01:20,1,20,4/12/23
111,01:51,1,51,4/13/23
426,07:06,7,6,4/14/23
1255,20:55,20,55,4/15/23
89,01:29,1,29,4/16/23
651,10:51,10,51,4/17/23
1281,21:21,21,21,4/18/23
1222,20:22,20,22,4/19/23
1056,17:36,17,36,4/20/23
653,10:53,10,53,4/21/23
953,15:53,15,53,4/22/23
650,10:50,10,50,4/23/23
1142,19:02,19,2,4/24/23
604,10:04,10,4,4/25/23
332,05:32,5,32,4/26/23
163,02:43,2,43,4/27/23
1212,20:12,20,12,4/28/23
662,11:02,11,2,4/29/23
1198,19:58,19,58,4/30/23
931,15:31,15,31,5/1/23
875,14:35,14,35,5/2/23
36,00:36,0,36,5/3/23
1031,17:11,17,11,5/4/23
1370,22:50,22,50,5/5/23
1241,20:41,20,41,5/6/23
928,15:28,15,28,5/7/23
433,07:13,7,13,5/8/23
274,04:34,4,34,5/9/23
988,16:28,16,28,5/10/23
302,05:02,5,2,5/11/23
1146,19:06,19,6,5/12/23
1221,20:21,20,21,5/13/23
476,07:56,7,56,5/14/23
1095,18:15,18,15,5/15/23
743,12:23,12,23,5/16/23
804,13:24,13,24,5/17/23
422,07:02,7,2,5/18/23
231,03:51,3,51,5/19/23
946,15:46,15,46,5/20/23
416,06:56,6,56,5/21/23
1214,20:14,20,14,5/22/23
448,07:28,7,28,5/23/23
221,03:41,3,41,5/24/23
543,09:03,9,3,5/25/23
55,00:55,0,55,5/26/23
148,02:28,2,28,5/27/23
1082,18:02,18,2,5/28/23
114,01:54,1,54,5/29/23
1236,20:36,20,36,5/30/23
193,03:13,3,13,5/31/23
667,11:07,11,7,6/1/23
1371,22:51,22,51,6/2/23
920,15:20,15,20,6/3/23
601,10:01,10,1,6/4/23
916,15:16,15,16,6/5/23
220,03:40,3,40,6/6/23
1277,21:17,21,17,6/7/23
789,13:09,13,9,6/8/23
19,00:19,0,19,6/9/23
910,15:10,15,10,6/10/23
192,03:12,3,12,6/11/23
806,13:26,13,26,6/12/23
1102,18:22,18,22,6/13/23
1088,18:08,18,8,6/14/23
483,08:03,8,3,6/15/23
786,13:06,13,6,6/16/23
654,10:54,10,54,6/17/23
499,08:19,8,19,6/18/23
1410,23:30,23,30,6/19/23
197,03:17,3,17,6/20/23
377,06:17,6,17,6/21/23
816,13:36,13,36,6/22/23
1110,18:30,18,30,6/23/23
1398,23:18,23,18,6/24/23
888,14:48,14,48,6/25/23
1319,21:59,21,59,6/26/23
1320,22:00,22,0,6/27/23
164,02:44,2,44,6/28/23
681,11:21,11,21,6/29/23
249,04:09,4,9,6/30/23
1,00:01,0,1,7/1/23
803,13:23,13,23,7/2/23
529,08:49,8,49,7/3/23
445,07:25,7,25,7/4/23
892,14:52,14,52,7/5/23
22,00:22,0,22,7/6/23
887,14:47,14,47,7/7/23
712,11:52,11,52,7/8/23
1038,17:18,17,18,7/9/23
1322,22:02,22,2,7/10/23
1418,23:38,23,38,7/11/23
619,10:19,10,19,7/12/23
1124,18:44,18,44,7/13/23
1183,19:43,19,43,7/14/23
1181,19:41,19,41,7/15/23
336,05:36,5,36,7/16/23
1116,18:36,18,36,7/17/23
1228,20:28,20,28,7/18/23
1437,23:57,23,57,7/19/23
1252,20:52,20,52,7/20/23
372,06:12,6,12,7/21/23
16,00:16,0,16,7/22/23
1291,21:31,21,31,7/23/23
649,10:49,10,49,7/24/23
941,15:41,15,41,7/25/23
1133,18:53,18,53,7/26/23
932,15:32,15,32,7/27/23
1379,22:59,22,59,7/28/23
656,10:56,10,56,7/29/23
1127,18:47,18,47,7/30/23
144,02:24,2,24,7/31/23
391,06:31,6,31,8/1/23
1015,16:55,16,55,8/2/23
173,02:53,2,53,8/3/23
782,13:02,13,2,8/4/23
1170,19:30,19,30,8/5/23
896,14:56,14,56,8/6/23
1346,22:26,22,26,8/7/23
674,11:14,11,14,8/8/23
598,09:58,9,58,8/9/23
1278,21:18,21,18,8/10/23
989,16:29,16,29,8/11/23
516,08:36,8,36,8/12/23
716,11:56,11,56,8/13/23
703,11:43,11,43,8/14/23
610,10:10,10,10,8/15/23
1101,18:21,18,21,8/16/23
374,06:14,6,14,8/17/23
91,01:31,1,31,8/18/23
614,10:14,10,14,8/19/23
849,14:09,14,9,8/20/23
379,06:19,6,19,8/21/23
1348,22:28,22,28,8/22/23
1053,17:33,17,33,8/23/23
67,01:07,1,7,8/24/23
730,12:10,12,10,8/25/23
213,03:33,3,33,8/26/23
879,14:39,14,39,8/27/23
1141,19:01,19,1,8/28/23
43,00:43,0,43,8/29/23
134,02:14,2,14,8/30/23
492,08:12,8,12,8/31/23
85,01:25,1,25,9/1/23
419,06:59,6,59,9/2/23
1080,18:00,18,0,9/3/23
1105,18:25,18,25,9/4/23
963,16:03,16,3,9/5/23
27,00:27,0,27,9/6/23
603,10:03,10,3,9/7/23
554,09:14,9,14,9/8/23
325,05:25,5,25,9/9/23
1055,17:35,17,35,9/10/23
959,15:59,15,59,9/11/23
898,14:58,14,58,9/12/23
328,05:28,5,28,9/13/23
256,04:16,4,16,9/14/23
142,02:22,2,22,9/15/23
1399,23:19,23,19,9/16/23
474,07:54,7,54,9/17/23
1186,19:46,19,46,9/18/23
303,05:03,5,3,9/19/23
668,11:08,11,8,9/20/23
440,07:20,7,20,9/21/23
1362,22:42,22,42,9/22/23
128,02:08,2,8,9/23/23
364,06:04,6,4,9/24/23
149,02:29,2,29,9/25/23
407,06:47,6,47,9/26/23
58,00:58,0,58,9/27/23
409,06:49,6,49,9/28/23
857,14:17,14,17,9/29/23
503,08:23,8,23,9/30/23
509,08:29,8,29,10/1/23
1104,18:24,18,24,10/2/23
1268,21:08,21,8,10/3/23
551,09:11,9,11,10/4/23
1182,19:42,19,42,10/5/23
395,06:35,6,35,10/6/23
28,00:28,0,28,10/7/23
1051,17:31,17,31,10/8/23
81,01:21,1,21,10/9/23
623,10:23,10,23,10/10/23
7,00:07,0,7,10/11/23
488,08:08,8,8,10/12/23
354,05:54,5,54,10/13/23
116,01:56,1,56,10/14/23
595,09:55,9,55,10/15/23
596,09:56,9,56,10/16/23
1129,18:49,18,49,10/17/23
1326,22:06,22,6,10/18/23
384,06:24,6,24,10/19/23
741,12:21,12,21,10/20/23
996,16:36,16,36,10/21/23
170,02:50,2,50,10/22/23
318,05:18,5,18,10/23/23
1360,22:40,22,40,10/24/23
1033,17:13,17,13,10/25/23
434,07:14,7,14,10/26/23
923,15:23,15,23,10/27/23
96,01:36,1,36,10/28/23
574,09:34,9,34,10/29/23
951,15:51,15,51,10/30/23
890,14:50,14,50,10/31/23
13,00:13,0,13,11/1/23
333,05:33,5,33,11/2/23
852,14:12,14,12,11/3/23
215,03:35,3,35,11/4/23
835,13:55,13,55,11/5/23
1111,18:31,18,31,11/6/23
982,16:22,16,22,11/7/23
380,06:20,6,20,11/8/23
944,15:44,15,44,11/9/23
1143,19:03,19,3,11/10/23
1269,21:09,21,9,11/11/23
1173,19:33,19,33,11/12/23
903,15:03,15,3,11/13/23
624,10:24,10,24,11/14/23
454,07:34,7,34,11/15/23
179,02:59,2,59,11/16/23
52,00:52,0,52,11/17/23
926,15:26,15,26,11/18/23
1280,21:20,21,20,11/19/23
940,15:40,15,40,11/20/23
120,02:00,2,0,11/21/23
157,02:37,2,37,11/22/23
583,09:43,9,43,11/23/23
1206,20:06,20,6,11/24/23
994,16:34,16,34,11/25/23
33,00:33,0,33,11/26/23
147,02:27,2,27,11/27/23
830,13:50,13,50,11/28/23
1060,17:40,17,40,11/29/23
1419,23:39,23,39,11/30/23
